Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD)
88,2,1,1,1,East Ferdows Boulevard,3700000000.0,123333.33
101,2,1,1,1,West Ferdows Boulevard,3700000000.0,123333.33
160,2,1,1,1,Pardis,1930000000.0,64333.33
130,2,1,1,1,Southern Chitgar,3250000000.0,108333.33
150,3,1,1,1,Karimkhan,7800000000.0,260000.0
144,2,1,1,1,Railway,6600000000.0,220000.0
91,2,1,1,1,Southern Janatabad,4500000000.0,150000.0
68,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33
133,3,1,1,1,Rudhen,2260000000.0,75333.33
71,2,1,1,1,Si Metri Ji,1633000000.0,54433.33
64,1,1,1,1,Pardis,680000000.0,22666.67
132,2,1,1,1,Rudhen,2244000000.0,74800.0
95,2,1,1,1,Abazar,5600000000.0,186666.67
95,2,1,1,1,Abazar,4500000000.0,150000.0
102,2,1,1,1,Abazar,5200000000.0,173333.33
120,2,1,1,1,Abazar,6250000000.0,208333.33
117,3,1,1,1,East Ferdows Boulevard,4600000000.0,153333.33
55,1,1,1,1,Karoon,1570000000.0,52333.33
60,1,1,1,1,Northern Chitgar,295000000.0,9833.33
85,2,1,1,1,Jeyhoon,1900000000.0,63333.33
80,2,0,1,1,Jeyhoon,1750000000.0,58333.33
54,1,1,1,1,Jeyhoon,1500000000.0,50000.0
57,1,1,1,1,Feiz Garden,1880000000.0,62666.67
101,2,1,0,1,Pirouzi,3130000000.0,104333.33
65,2,1,1,0,Feiz Garden,1960000000.0,65333.33
91,2,1,1,1,Punak,3230000000.0,107666.67
105,2,1,1,1,Pardis,690000000.0,23000.0
86,2,1,1,1,Central Janatabad,3480000000.0,116000.0
200,3,1,1,1,Farmanieh,35000000000.0,1166666.67
87,2,1,1,1,Pardis,760000000.0,25333.33
103,2,1,1,1,Shahran,3550000000.0,118333.33
81,2,1,1,1,East Pars,2891700000.0,96390.0
73,2,1,1,1,Feiz Garden,2600000000.0,86666.67
90,2,1,1,1,Northern Chitgar,455000000.0,15166.67
134,3,1,1,1,Andisheh,1600000000.0,53333.33
60,1,1,1,1,Shahran,1850000000.0,61666.67
51,1,1,1,0,Shahran,2020000000.0,67333.33
108,2,1,1,0,Pardis,1300000000.0,43333.33
86,2,1,1,1,Pardis,610000000.0,20333.33
110,2,1,1,0,Pardis,1870000000.0,62333.33
88,2,1,1,1,Pardis,740000000.0,24666.67
85,2,1,1,1,Pardis,780000000.0,26000.0
100,2,1,1,1,Pirouzi,3000000000.0,100000.0
87,2,1,1,1,Pardis,715000000.0,23833.33
191,3,1,1,1,Farmanieh,18145000000.0,604833.33
91,2,1,1,1,Salsabil,2093000000.0,69766.67
282,3,1,1,1,Farmanieh,36660000000.0,1222000.0
282,2,1,1,1,Niavaran,30000000000.0,1000000.0
210,3,1,1,1,Farmanieh,23100000000.0,770000.0
87,2,1,1,1,Pardis,650000000.0,21666.67
170,2,1,1,1,Kook,7140000000.0,238000.0
89,2,1,1,1,Moniriyeh,2047000000.0,68233.33
64,2,1,1,1,Saadat Abad,3200000000.0,106666.67
89,2,1,1,1,Northern Janatabad,3100000000.0,103333.33
135,3,1,1,1,Zaferanieh,11800000000.0,393333.33
75,2,0,0,0,Air force,1650000000.0,55000.0
105,2,1,1,1,Air force,3990000000.0,133000.0
320,4,1,1,1,Saadat Abad,40000000000.0,1333333.33
111,2,1,1,1,Saadat Abad,6800000000.0,226666.67
133,3,1,1,1,Sohanak,7448000000.0,248266.67
65,1,1,1,0,Saadat Abad,3250000000.0,108333.33
65,1,0,1,1,Lavizan,2650000000.0,88333.33
112,2,1,1,1,Gheitarieh,8200000000.0,273333.33
147,3,1,1,1,Ekhtiarieh,8400000000.0,280000.0
150,3,1,1,1,Saadat Abad,12000000000.0,400000.0
67,1,1,1,1,Southern Janatabad,3450000000.0,115000.0
220,3,1,1,1,Ekhtiarieh,15000000000.0,500000.0
66,2,1,1,1,Narmak,2510000000.0,83666.67
75,2,1,1,0,Shahr-e-Ziba,1880000000.0,62666.67
180,3,1,1,1,Aqdasieh,12600000000.0,420000.0
103,2,1,1,1,Saadat Abad,5200000000.0,173333.33
68,1,1,1,1,West Ferdows Boulevard,3570000000.0,119000.0
115,2,1,1,1,Pasdaran,11000000000.0,366666.67
115,2,1,1,1,Andisheh,1900000000.0,63333.33
150,3,1,1,1,Narmak,8400000000.0,280000.0
78,2,1,1,1,Qasr-od-Dasht,2000000000.0,66666.67
100,2,1,1,1,Persian Gulf Martyrs Lake,1000000000.0,33333.33
58,1,1,1,1,Punak,2650000000.0,88333.33
90,2,1,1,1,Punak,4200000000.0,140000.0
235,3,1,1,1,Gheitarieh,24000000000.0,800000.0
48,1,1,1,1,Punak,2250000000.0,75000.0
70,2,1,1,1,Punak,2800000000.0,93333.33
86,2,1,1,1,Punak,4200000000.0,140000.0
79,2,1,1,1,Pardis,550000000.0,18333.33
88,2,1,1,1,Central Janatabad,3600000000.0,120000.0
145,3,1,1,1,Qalandari,13000000000.0,433333.33
64,2,1,1,0,Jeyhoon,1500000000.0,50000.0
135,3,1,1,1,Saadat Abad,11475000000.0,382500.0
50,1,0,1,0,Pirouzi,1260000000.0,42000.0
87,2,1,1,1,Pardis,540000000.0,18000.0
84,2,1,1,1,Pardis,550000000.0,18333.33
300,4,1,1,1,Zaferanieh,42000000000.0,1400000.0
137,3,1,1,1,Zaferanieh,10000000000.0,333333.33
105,2,1,1,1,Velenjak,9500000000.0,316666.67
145,2,1,1,1,Zaferanieh,11000000000.0,366666.67
84,2,1,1,1,Pardis,560000000.0,18666.67
170,2,1,1,1,Zaferanieh,32000000000.0,1066666.67
157,3,1,1,1,Zaferanieh,14800000000.0,493333.33
170,3,1,1,1,Zaferanieh,19000000000.0,633333.33
283,3,1,1,1,Zaferanieh,29700000000.0,990000.0
84,2,1,1,1,Pardis,540000000.0,18000.0
3310000000,2,1,1,1,Ostad Moein,3310000000.0,110333.33
84,2,1,1,1,Pardis,550000000.0,18333.33
80,2,1,1,0,Northern Janatabad,3250000000.0,108333.33
863,2,1,1,1,Gheitarieh,7830000000.0,261000.0
125,2,1,1,1,Kamranieh,8700000000.0,290000.0
65,2,1,1,1,Punak,2350000000.0,78333.33
105,2,1,1,1,Southern Janatabad,5300000000.0,176666.67
170,3,1,1,1,Farmanieh,18700000000.0,623333.33
230,3,1,1,1,Ekhtiarieh,19300000000.0,643333.33
200,3,1,1,1,Pasdaran,22000000000.0,733333.33
150,3,1,1,1,Pasdaran,13000000000.0,433333.33
93,2,1,1,1,Central Janatabad,4650000000.0,155000.0
110,2,1,1,1,Central Janatabad,4500000000.0,150000.0
415,5,1,1,1,Niavaran,53950000000.0,1798333.33
95,2,1,1,1,Saadat Abad,5700000000.0,190000.0
128,3,1,1,1,Ekhtiarieh,8960000000.0,298666.67
140,2,1,1,1,Saadat Abad,8400000000.0,280000.0
86,2,1,1,1,Southern Janatabad,3200000000.0,106666.67
70,2,1,1,1,Saadat Abad,3900000000.0,130000.0
173,3,1,1,1,East Ferdows Boulevard,9515000000.0,317166.67
72,2,1,1,1,Southern Janatabad,3150000000.0,105000.0
73,2,1,1,1,Saadat Abad,3900000000.0,130000.0
75,1,1,1,1,Central Janatabad,3200000000.0,106666.67
67,2,1,1,1,West Ferdows Boulevard,2200000000.0,73333.33
68,2,1,1,1,East Ferdows Boulevard,2700000000.0,90000.0
88,2,1,1,1,Pardis,1900000000.0,63333.33
111,2,1,1,1,Saadat Abad,5661000000.0,188700.0
98,2,1,1,0,West Ferdows Boulevard,3750000000.0,125000.0
62,2,1,1,1,West Ferdows Boulevard,2750000000.0,91666.67
80,2,1,1,1,Central Janatabad,4240000000.0,141333.33
200,4,1,1,1,Saadat Abad,15000000000.0,500000.0
210,4,1,1,1,Saadat Abad,15500000000.0,516666.67
162,3,1,1,1,Shahrake Gharb,12150000000.0,405000.0
150,3,1,1,1,Ekhtiarieh,12000000000.0,400000.0
82,2,1,1,1,Pardis,1100000000.0,36666.67
130,3,1,1,1,Pasdaran,11100000000.0,370000.0
76,2,1,1,1,Saadat Abad,4000000000.0,133333.33
96,2,1,1,1,Shahrake Gharb,4800000000.0,160000.0
103,2,1,1,1,Saadat Abad,5200000000.0,173333.33
135,3,1,0,1,Saadat Abad,8700000000.0,290000.0
140,2,1,1,1,Shahrake Gharb,12600000000.0,420000.0
165,3,1,1,1,Shahrake Gharb,14800000000.0,493333.33
120,2,1,1,1,Shahrake Qods,1050000000.0,35000.0
160,2,1,1,1,Pardis,2000000000.0,66666.67
150,3,1,1,1,Gheitarieh,9000000000.0,300000.0
51,1,0,1,1,Pirouzi,1300000000.0,43333.33
75,1,1,1,1,Ekhtiarieh,3900000000.0,130000.0
180,3,1,1,1,East Ferdows Boulevard,9900000000.0,330000.0
93,2,1,1,1,Shahrake Qods,1181100000.0,39370.0
84,2,1,1,1,Shahrake Qods,1150800000.0,38360.0
92,2,0,1,1,Shahrake Qods,1012000000.0,33733.33
105,2,1,1,1,Shahrake Qods,1365000000.0,45500.0
67,2,1,1,0,Central Janatabad,2400000000.0,80000.0
100,2,1,1,1,Ekhtiarieh,5500000000.0,183333.33
170,3,1,1,1,Pasdaran,10800000000.0,360000.0
162,3,1,1,1,Pasdaran,7600000000.0,253333.33
43,1,1,1,1,Shahran,2080000000.0,69333.33
150,3,1,1,1,Gheitarieh,12500000000.0,416666.67
245,3,1,1,1,Farmanieh,22050000000.0,735000.0
93,2,1,1,1,Northern Janatabad,4140000000.0,138000.0
60,1,1,1,1,Persian Gulf Martyrs Lake,295000000.0,9833.33
128,3,1,1,1,Gheitarieh,9300000000.0,310000.0
87,2,1,1,1,Pardis,795000000.0,26500.0
100,2,1,1,1,Heravi,5500000000.0,183333.33
124,2,1,1,1,Heravi,7040000000.0,234666.67
156,3,1,1,1,Abazar,9400000000.0,313333.33
171,3,1,1,1,Gheitarieh,14000000000.0,466666.67
58,2,1,1,0,Central Janatabad,2080000000.0,69333.33
88,2,1,1,1,Amirieh,2024000000.0,67466.67
190,3,1,1,1,Niavaran,24700000000.0,823333.33
61,1,1,1,0,Central Janatabad,2180000000.0,72666.67
165,3,1,1,1,Niavaran,17200000000.0,573333.33
235,3,1,1,1,Gheitarieh,26500000000.0,883333.33
87,2,1,1,1,Pardis,670000000.0,22333.33
121,3,1,1,1,Pardis,630000000.0,21000.0
105,2,1,1,1,Pardis,955000000.0,31833.33
100,3,1,1,1,Pardis,500000000.0,16666.67
105,2,1,1,1,Pardis,980000000.0,32666.67
69,2,1,1,1,Shahr-e-Ziba,2050000000.0,68333.33
115,2,1,1,1,Shahrake Gharb,13000000000.0,433333.33
157,3,1,1,1,Shahrake Gharb,18500000000.0,616666.67
145,3,1,1,1,Heravi,7541000000.0,251366.67
160,3,1,1,1,Velenjak,10700000000.0,356666.67
261,4,1,1,1,Zaferanieh,26000000000.0,866666.67
145,3,1,1,1,Zaferanieh,11000000000.0,366666.67
51,1,0,1,1,Pirouzi,1275000000.0,42500.0
87,2,1,1,1,Pardis,490000000.0,16333.33
116,2,1,1,1,Dehkade Olampic,4350000000.0,145000.0
95,2,1,1,1,Jeyhoon,2280000000.0,76000.0
75,2,1,1,1,Jeyhoon,2250000000.0,75000.0
86,2,1,1,1,Komeil,1978000000.0,65933.33
95,2,1,1,1,Punak,4200000000.0,140000.0
88,2,1,1,1,Valiasr,2024000000.0,67466.67
93,2,1,1,1,Amir Bahador,2139000000.0,71300.0
70,2,1,1,1,Amirieh,1630000000.0,54333.33
140,3,1,1,1,Saadat Abad,9800000000.0,326666.67
81,2,1,1,1,Central Janatabad,4000000000.0,133333.33
109,2,1,1,1,Shahran,3500000000.0,116666.67
122,2,1,1,1,Aqdasieh,7000000000.0,233333.33
70,1,1,1,1,Central Janatabad,3100000000.0,103333.33
60,1,1,1,1,West Ferdows Boulevard,2450000000.0,81666.67
53,1,1,1,0,East Ferdows Boulevard,1920000000.0,64000.0
45,1,0,0,0,Ostad Moein,1200000000.0,40000.0
58,1,1,1,0,Punak,1900000000.0,63333.33
140,3,1,1,1,Dehkade Olampic,4400000000.0,146666.67
100,2,1,1,1,Kook,3580000000.0,119333.33
96,2,1,1,1,Azadshahr,3750000000.0,125000.0
79,2,1,1,1,East Ferdows Boulevard,2850000000.0,95000.0
125,3,1,1,1,Persian Gulf Martyrs Lake,3750000000.0,125000.0
75,2,1,1,1,Northern Janatabad,3050000000.0,101666.67
145,2,1,1,1,Azadshahr,4500000000.0,150000.0
102,2,1,1,0,Railway,4520000000.0,150666.67
115,2,1,1,1,Zibadasht,4350000000.0,145000.0
140,3,1,1,1,Persian Gulf Martyrs Lake,8500000000.0,283333.33
66,1,1,1,1,Punak,3300000000.0,110000.0
161,3,1,1,1,Persian Gulf Martyrs Lake,8350000000.0,278333.33
102,2,1,1,1,Persian Gulf Martyrs Lake,4500000000.0,150000.0
145,4,1,1,1,Persian Gulf Martyrs Lake,5100000000.0,170000.0
95,2,1,1,1,Shahr-e-Ziba,2970000000.0,99000.0
78,2,1,1,1,Parand,460000000.0,15333.33
90,2,1,1,1,East Ferdows Boulevard,3150000000.0,105000.0
66,1,1,1,0,Ostad Moein,1090000000.0,36333.33
48,1,1,1,1,Jeyhoon,810000000.0,27000.0
85,2,1,1,1,Shahran,3200000000.0,106666.67
63,1,1,1,1,Salsabil,2000000000.0,66666.67
105,2,1,1,1,Dehkade Olampic,1035000000.0,34500.0
55,1,1,1,0,Komeil,1090000000.0,36333.33
103,2,1,1,1,Northern Chitgar,1035000000.0,34500.0
155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33
101,2,1,1,1,Southern Chitgar,1035000000.0,34500.0
106,2,1,1,0,Islamshahr,1245000000.0,41500.0
100,2,1,1,1,Persian Gulf Martyrs Lake,1035000000.0,34500.0
77,2,1,1,1,Shahran,2650000000.0,88333.33
66,2,1,1,1,Central Janatabad,2700000000.0,90000.0
105,3,1,1,1,Shahr-e-Ziba,3600000000.0,120000.0
118,2,1,1,1,Shahran,3900000000.0,130000.0
151,3,1,1,1,Shahrake Qods,1510000000.0,50333.33
16160000000,3,1,1,1,Pasdaran,16160000000.0,538666.67
86,2,1,1,1,Pardis,500000000.0,16666.67
85,2,1,1,1,Pardis,600000000.0,20000.0
86,2,1,1,1,Pardis,750000000.0,25000.0
86,2,1,1,1,Pardis,600000000.0,20000.0
75,2,1,1,1,Central Janatabad,3300000000.0,110000.0
200,3,1,1,1,Farmanieh,20000000000.0,666666.67
46,1,1,1,0,Andisheh,450000000.0,15000.0
98,2,1,1,1,Pardis,570000000.0,19000.0
90,2,1,1,1,Zaferanieh,6700000000.0,223333.33
70,2,1,1,1,Southern Janatabad,2950000000.0,98333.33
40,1,1,1,1,Andisheh,350000000.0,11666.67
58,1,1,1,1,North Program Organization,2750000000.0,91666.67
90,2,1,1,1,Amirabad,4590000000.0,153000.0
78,2,1,1,1,East Ferdows Boulevard,3300000000.0,110000.0
200,3,1,1,1,Niavaran,20000000000.0,666666.67
82,2,1,1,1,Dorous,4200000000.0,140000.0
115,3,1,1,1,Gheitarieh,7485000000.0,249500.0
125,2,1,1,1,Dezashib,11250000000.0,375000.0
107,2,1,1,1,Pasdaran,9200000000.0,306666.67
55,1,0,1,0,Karoon,850000000.0,28333.33
50,1,1,1,1,Salsabil,1500000000.0,50000.0
75,2,1,1,1,Pardis,60000000.0,2000.0
420,5,1,1,0,Andisheh,11000000000.0,366666.67
225,4,1,1,0,Andisheh,5500000000.0,183333.33
230,3,1,1,1,Heravi,13800000000.0,460000.0
147,3,1,1,1,Elahieh,11500000000.0,383333.33
97,2,1,1,1,Pardis,900000000.0,30000.0
145,3,1,1,1,Dezashib,12300000000.0,410000.0
50,1,1,1,0,Narmak,1750000000.0,58333.33
117,2,1,1,1,Heravi,6100000000.0,203333.33
72,1,1,1,0,Andisheh,730000000.0,24333.33
161,3,1,1,1,Dorous,13000000000.0,433333.33
400,5,1,1,1,Ekhtiarieh,18500000000.0,616666.67
230,3,1,1,1,Farmanieh,23000000000.0,766666.67
170,3,1,1,1,Heravi,7950000000.0,265000.0
58,1,1,1,1,West Ferdows Boulevard,2050000000.0,68333.33
57,1,1,1,1,Shahran,1950000000.0,65000.0
115,3,1,1,1,Farmanieh,8100000000.0,270000.0
50,1,1,1,1,Pirouzi,1200000000.0,40000.0
84,2,1,1,0,Parand,850000000.0,28333.33
78,2,0,1,0,Shahrake Qods,580000000.0,19333.33
64,2,1,1,0,Andisheh,960000000.0,32000.0
113,2,1,1,1,Punak,6500000000.0,216666.67
175,3,1,1,1,Heravi,9450000000.0,315000.0
111,2,1,1,1,Heravi,6050000000.0,201666.67
128,3,1,1,1,Heravi,6500000000.0,216666.67
200,4,1,1,1,Gheitarieh,14000000000.0,466666.67
131,2,1,1,1,Saadat Abad,7980000000.0,266000.0
105,3,1,1,1,Heravi,6000000000.0,200000.0
87,2,1,1,1,Pardis,650000000.0,21666.67
61,2,1,1,0,Salsabil,1100000000.0,36666.67
140,3,1,1,1,Ozgol,6300000000.0,210000.0
185,3,1,1,1,Zargandeh,9000000000.0,300000.0
122,2,1,1,1,Saadat Abad,7900000000.0,263333.33
69,2,1,1,1,Mirdamad,3795000000.0,126500.0
95,2,1,1,1,Punak,6700000000.0,223333.33
90,2,1,1,1,Abbasabad,4000000000.0,133333.33
57,1,1,1,1,Ostad Moein,1600000000.0,53333.33
400,3,1,1,0,Amirabad,2000000000.0,66666.67
81,2,1,1,0,Andisheh,1109700000.0,36990.0
94,2,1,1,1,Andisheh,1250000000.0,41666.67
134,2,1,1,1,Kahrizak,1608000000.0,53600.0
74,2,0,0,1,Parand,315000000.0,10500.0
44,1,1,1,0,Andisheh,585000000.0,19500.0
100,2,1,1,1,Qasr-od-Dasht,3250000000.0,108333.33
175,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0
54,2,1,1,0,Shahran,1850000000.0,61666.67
96,2,1,1,1,Amirieh,2210000000.0,73666.67
90,2,1,1,1,Karoon,2400000000.0,80000.0
90,2,1,1,1,Shahran,3170000000.0,105666.67
68,2,0,0,0,Karoon,1100000000.0,36666.67
68,2,0,0,0,Karoon,1100000000.0,36666.67
90,2,1,1,1,Shahran,3200000000.0,106666.67
97,2,1,1,1,Punak,4700000000.0,156666.67
78,2,1,1,0,Punak,2730000000.0,91000.0
125,3,1,1,1,Shahran,5550000000.0,185000.0
97,2,1,1,1,Farmanieh,5950000000.0,198333.33
100,2,1,1,1,Farmanieh,6200000000.0,206666.67
63,2,1,1,1,Feiz Garden,2100000000.0,70000.0
57,1,1,1,1,Punak,2000000000.0,66666.67
80,2,1,1,1,Razi,1390000000.0,46333.33
88,2,1,1,1,Razi,1574000000.0,52466.67
94,2,1,1,1,Razi,1712000000.0,57066.67
109,3,1,1,1,Feiz Garden,4230000000.0,141000.0
78,2,1,1,1,Heravi,3300000000.0,110000.0
250,3,1,1,1,Niavaran,32500000000.0,1083333.33
140,3,1,1,1,Heravi,6800000000.0,226666.67
100,2,1,1,1,Pardis,500000000.0,16666.67
95,2,1,1,1,Shahr-e-Ziba,3150000000.0,105000.0
85,2,1,1,1,Parand,1150000000.0,38333.33
83,2,1,1,1,East Pars,2575000000.0,85833.33
100,2,1,1,1,Pasdaran,5500000000.0,183333.33
60,2,1,1,1,Pasdaran,3450000000.0,115000.0
82,2,1,1,1,Narmak,3050000000.0,101666.67
150,3,1,1,1,Beryanak,2800000000.0,93333.33
49,1,1,1,0,Islamshahr,460000000.0,15333.33
216,4,1,1,0,Andisheh,5700000000.0,190000.0
1000,2,1,1,0,Damavand,7000000000.0,233333.33
77,2,0,0,0,Parand,440000000.0,14666.67
63,1,1,1,1,Shahr-e-Ziba,2080000000.0,69333.33
125,3,1,1,0,Parand,1300000000.0,43333.33
45,1,1,1,1,East Ferdows Boulevard,1900000000.0,63333.33
135,3,1,1,1,Qalandari,7500000000.0,250000.0
80,2,1,0,1,Qalandari,4700000000.0,156666.67
155,3,1,1,1,Gheitarieh,9800000000.0,326666.67
125,3,1,1,1,Punak,6300000000.0,210000.0
95,2,1,1,1,Qalandari,6250000000.0,208333.33
85,2,1,1,1,Qalandari,4500000000.0,150000.0
110,2,1,1,1,Qalandari,8100000000.0,270000.0
680,5,1,1,0,Ekhtiarieh,81600000000.0,2720000.0
63,1,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33
60,1,1,1,1,Saadat Abad,3600000000.0,120000.0
210,3,1,1,1,Gheitarieh,14000000000.0,466666.67
145,3,1,1,1,Gheitarieh,11600000000.0,386666.67
171,3,1,1,1,Jordan,8900000000.0,296666.67
55,1,1,1,1,East Ferdows Boulevard,1830000000.0,61000.0
140,3,1,1,1,Jordan,7700000000.0,256666.67
147,3,1,1,1,Jordan,8700000000.0,290000.0
83,2,1,1,1,Shahr-e-Ziba,2400000000.0,80000.0
105,2,1,1,1,Pardis,514000000.0,17133.33
55,1,1,1,1,East Ferdows Boulevard,2000000000.0,66666.67
750,5,1,1,1,Mahmoudieh,75000000000.0,2500000.0
62,2,1,1,1,Punak,2100000000.0,70000.0
55,1,1,1,1,Persian Gulf Martyrs Lake,1900000000.0,63333.33
75,2,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0
95,2,1,1,1,West Ferdows Boulevard,4200000000.0,140000.0
89,2,1,1,1,Central Janatabad,3620000000.0,120666.67
202,3,1,1,1,Air force,7474000000.0,249133.33
51,1,1,1,0,Southern Janatabad,1720000000.0,57333.33
400,1,1,0,0,Shahedshahr,3000000000.0,100000.0
145,3,1,1,1,Punak,7600000000.0,253333.33
115,3,1,1,1,Punak,5000000000.0,166666.67
130,3,1,1,1,Shahrake Gharb,8450000000.0,281666.67
62,1,0,1,0,Qasr-od-Dasht,950000000.0,31666.67
94,2,1,1,1,Shahr-e-Ziba,3160000000.0,105333.33
87,2,1,1,1,Pardis,726000000.0,24200.0
51,2,0,1,1,Komeil,1050000000.0,35000.0
95,2,1,1,1,Shahr-e-Ziba,2870000000.0,95666.67
80,2,1,1,1,Jeyhoon,2150000000.0,71666.67
145,3,1,1,1,Punak,4300000000.0,143333.33
155,3,1,1,1,Shahrake Gharb,9300000000.0,310000.0
88,2,1,1,1,Ekbatan,3940000000.0,131333.33
175,3,1,1,1,Gheitarieh,15225000000.0,507500.0
94,2,1,1,1,Shahran,4700000000.0,156666.67
89,2,1,1,1,Ekhtiarieh,3300000000.0,110000.0
62,2,1,1,0,Pasdaran,3400000000.0,113333.33
136,3,1,1,1,Punak,7550000000.0,251666.67
60,1,1,1,1,Feiz Garden,2450000000.0,81666.67
120,3,1,1,1,Southern Janatabad,5000000000.0,166666.67
137,3,1,1,1,Pakdasht,1750000000.0,58333.33
160,3,1,1,1,Shahrake Gharb,12500000000.0,416666.67
110,2,1,1,1,Saadat Abad,8800000000.0,293333.33
71,2,1,1,0,Andisheh,940000000.0,31333.33
155,3,1,1,1,Shahrake Gharb,10000000000.0,333333.33
80,2,1,1,0,Andisheh,1110000000.0,37000.0
84,3,1,1,1,Andisheh,1590000000.0,53000.0
77,2,1,1,1,Gheitarieh,5544000000.0,184800.0
74,2,1,1,1,Shahran,4100000000.0,136666.67
130,3,1,1,1,Shahr-e-Ziba,5400000000.0,180000.0
70,2,1,1,1,Southern Janatabad,2400000000.0,80000.0
75,2,0,1,1,Parand,389000000.0,12966.67
83,2,1,0,1,Pasdaran,5000000000.0,166666.67
65,1,1,1,1,Central Janatabad,3500000000.0,116666.67
62,1,0,1,0,Qasr-od-Dasht,1100000000.0,36666.67
140,3,1,1,1,Southern Chitgar,1484000000.0,49466.67
235,3,1,1,1,Gheitarieh,25900000000.0,863333.33
102,2,1,1,1,Gheitarieh,8100000000.0,270000.0
138,3,1,1,1,Kahrizak,1242000000.0,41400.0
49,1,1,1,0,Andisheh,380000000.0,12666.67
250,3,1,1,0,Niavaran,45000000000.0,1500000.0
48,1,1,1,0,Salsabil,995000000.0,33166.67
68,2,1,1,0,Pirouzi,1550000000.0,51666.67
128,3,1,1,1,Marzdaran,5200000000.0,173333.33
60,1,1,1,1,Pirouzi,1380000000.0,46000.0
85,2,1,1,1,Northern Janatabad,3200000000.0,106666.67
85,2,1,1,1,Islamshahr,565000000.0,18833.33
78,2,1,0,0,Islamshahr,550000000.0,18333.33
38,1,1,1,0,Pirouzi,850000000.0,28333.33
92,2,1,0,1,Pirouzi,2760000000.0,92000.0
95,2,1,1,1,Shahran,4650000000.0,155000.0
105,3,1,1,1,East Ferdows Boulevard,3900000000.0,130000.0
92,2,0,0,1,Pardis,550000000.0,18333.33
76,2,1,1,0,West Ferdows Boulevard,2400000000.0,80000.0
85,2,1,1,1,Yaftabad,1250000000.0,41666.67
161,3,1,1,1,Gheitarieh,15350000000.0,511666.67
85,2,1,1,1,Yaftabad,1250000000.0,41666.67
50,1,1,0,1,Ray,750000000.0,25000.0
78,2,1,1,1,West Ferdows Boulevard,2650000000.0,88333.33
54,1,1,1,1,East Ferdows Boulevard,2150000000.0,71666.67
100,2,1,1,1,Shahr-e-Ziba,3800000000.0,126666.67
100,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67
110,3,1,1,1,Jeyhoon,2330000000.0,77666.67
57,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33
63,2,1,1,0,Andisheh,870000000.0,29000.0
100,2,1,1,1,Ostad Moein,3600000000.0,120000.0
80,1,0,1,0,Shahrake Qods,560000000.0,18666.67
115,2,1,1,1,East Ferdows Boulevard,4200000000.0,140000.0
68,1,1,1,0,West Ferdows Boulevard,1950000000.0,65000.0
75,2,1,1,1,East Ferdows Boulevard,2350000000.0,78333.33
48,1,1,1,0,West Ferdows Boulevard,1900000000.0,63333.33
75,2,1,1,0,West Ferdows Boulevard,2450000000.0,81666.67
115,2,1,1,1,Shahran,5000000000.0,166666.67
106,2,1,1,1,East Ferdows Boulevard,3500000000.0,116666.67
56,1,1,1,1,East Ferdows Boulevard,1980000000.0,66000.0
58,1,1,1,1,East Ferdows Boulevard,2080000000.0,69333.33
95,2,1,1,1,Central Janatabad,3700000000.0,123333.33
50,1,1,1,1,West Ferdows Boulevard,1900000000.0,63333.33
60,2,1,1,0,Central Janatabad,2100000000.0,70000.0
60,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0
92,2,1,1,0,Mehran,2500000000.0,83333.33
57,1,1,1,1,West Ferdows Boulevard,2300000000.0,76666.67
72,2,1,1,0,West Ferdows Boulevard,2300000000.0,76666.67
71,2,1,1,0,East Ferdows Boulevard,2280000000.0,76000.0
123,2,1,1,1,Northren Jamalzadeh,3600000000.0,120000.0
50,1,1,1,1,West Ferdows Boulevard,1950000000.0,65000.0
58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67
54,1,1,1,1,East Ferdows Boulevard,2050000000.0,68333.33
85,2,1,1,1,Shahr-e-Ziba,2350000000.0,78333.33
85,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0
125,3,0,1,1,Nasim Shahr,1300000000.0,43333.33
55,1,1,1,1,East Ferdows Boulevard,1920000000.0,64000.0
72,2,1,1,1,West Ferdows Boulevard,2500000000.0,83333.33
58,1,1,1,1,Shahr-e-Ziba,1850000000.0,61666.67
115,2,1,1,1,East Ferdows Boulevard,5200000000.0,173333.33
100,2,1,1,1,West Ferdows Boulevard,3450000000.0,115000.0
116,2,1,1,1,Persian Gulf Martyrs Lake,4170000000.0,139000.0
105,2,1,1,1,Persian Gulf Martyrs Lake,3250000000.0,108333.33
60,1,1,1,0,East Ferdows Boulevard,1800000000.0,60000.0
53,1,1,1,1,Feiz Garden,2120000000.0,70666.67
55,1,1,1,1,East Ferdows Boulevard,1780000000.0,59333.33
76,2,1,1,1,East Ferdows Boulevard,2250000000.0,75000.0
111,3,1,1,1,Persian Gulf Martyrs Lake,3500000000.0,116666.67
